Abr,Course,Section,Title,Quarter,Year,Day and Time,Instructor,E1,S1,P1,E2,S2,P2,E1(N),S1(N),P1(N),E2(N),S2(N),P2(New),E3,S3,P3,E4,S4,P4
nte2018 40205,40205,1,Healthcare Data Analytics,Winter,2018,"Thursday, 2:00 -  5:00","Adelman, Dan",11,19,0,14,16,0,14,16,-1,14,16,-1,11,19,0,11,19,0
nte2020 40205,40205,1,Healthcare Data Analytics,Winter,2020,"Thursday, 2:00 -  5:00","Adelman, Dan",30,CLO,51,30,CLO,3073,30,CLO,N/A,30,CLO,N/A,28,2,N/A,,,
,40205,1,Healthcare Data Analytics,Winter,2021,"Thursday, 2:00 -  5:00","Adelman, Dan",14,12,0,16,10,0,16,10,N/A,16,10,N/A,14,12,N/A,,,
rin2017 40901,40901,50,Special Topics Ops Mgt./Mgt. Science: Online Optimization and Decision Making under Uncertainty,Spring,2017,"Thursday, 9:00 - 12:00","Gupta, Varun",1,64,0,1,64,-1,1,64,-1,1,64,-1,1,64,-1,1,64,-1
rin2018 40902,40902,50,Special Topics in Operations Mgt./Mgt. Sci.: Online Optimization & Decision Making under Uncertainty,Spring,2018,"Thursday, 8:30 - 11:30","Gupta, Varun",2,30,0,4,28,0,4,28,-1,4,28,-1,6,26,0,7,25,0
nte2020 40905,40905,50,Healthcare Operations,Winter,2020,"Wednesday, 9:00 - 12:00","Sandikçi, Burhaneddin",4,15,0,3,16,N/A,3,16,N/A,3,16,N/A,5,14,0,,,
rin2017 40907,40907,50,Healthcare Operations,Spring,2017,"Tuesday, Wednesday, 9:00 - 10:30","Sandikçi, Burhaneddin",3,17,0,3,17,-1,3,17,-1,3,17,-1,3,17,-1,3,17,-1
rin2018 40907,40907,50,Healthcare Operations,Spring,2018,"Wednesday, 9:00 - 12:00","Sandikçi, Burhaneddin;Zhong, Yuan",1,64,0,3,62,0,3,62,-1,3,62,-1,5,60,0,5,60,-1
nte2017 40909,40909,50,Revenue Management and Dynamic Pricing ?,Winter,2017,"Monday, 8:30 - 11:30","Caldentey, Rene",3,17,0,3,17,-1,3,17,-1,3,17,-1,4,16,0,4,16,-1
,40910,50,Supply Chain Foundations & Theory ?,Winter,2021,"Wednesday, 9:00 - 12:00","DeValve, Levi",11,54,0,5,60,0,5,60,N/A,5,60,N/A,6,59,0,,,
tum2020 40911,40911,50,Queueing Models for Service Operations Management ?,Autumn,2020,"Monday, 8:30 - 11:30","Ward, Amy",1,64,0,2,63,0,4,61,0,3,62,N/A,8,57,0,,,
tum2020 41000,41000,1,Business Statistics,Autumn,2020,"Monday, 8:30 - 11:30","Aragam, Bryon",1,64,0,1,64,N/A,52,13,0,57,8,323,59,6,0,,,
tum2020 41000,41000,2,Business Statistics,Autumn,2020,"Monday, 1:30 -  4:30","Aragam, Bryon",1,64,0,1,64,N/A,65,CLO,1,62,3,2307,63,2,0,,,
tum2016 41000,41000,1,Business Statistics,Autumn,2016,"Monday, 8:30 - 11:30","Creal, Drew",4,61,0,5,60,0,65,CLO,500,65,CLO,1207,65,CLO,3775,65,CLO,3001
tum2016 41000,41000,2,Business Statistics,Autumn,2016,"Monday, 1:30 -  4:30","Creal, Drew",3,62,0,2,63,-1,65,CLO,588,65,CLO,0,65,CLO,1599,65,CLO,-1
tum2017 41000,41000,1,Business Statistics,Autumn,2017,"Monday, 8:30 - 11:30","Creal, Drew",0,70,0,0,70,-1,49,21,0,70,CLO,2300,70,CLO,2671,70,CLO,6123
tum2017 41000,41000,2,Business Statistics,Autumn,2017,"Monday, 1:30 -  4:30","Creal, Drew",3,67,0,3,67,-1,70,CLO,0,70,CLO,3870,70,CLO,1323,70,CLO,-1
tum2016 41000,41000,3,Business Statistics,Autumn,2016,"Monday, 8:30 - 11:30","Gilula, Zvi",0,70,0,0,70,-1,60,10,0,70,CLO,1532,70,CLO,2001,68,2,-1
tum2018 41000,41000,4,Business Statistics,Autumn,2018,"Monday, 8:30 - 11:30","Gilula, Zvi",0,65,0,0,65,-1,55,10,0,65,CLO,4001,65,CLO,5033,65,CLO,7198
tum2018 41000,41000,5,Business Statistics,Autumn,2018,"Monday, 1:30 -  4:30","Gilula, Zvi",0,65,0,1,64,0,65,CLO,101,65,CLO,-1,64,1,-1,65,CLO,3581
tum2019 41000,41000,3,Business Statistics,Autumn,2019,"Tuesday, 1:30 -  4:30","Kaji, Tetsuya",8,57,0,8,57,0,65,CLO,101,65,CLO,4228,65,CLO,500,,,
tum2019 41000,41000,4,Business Statistics,Autumn,2019,"Monday, 1:30 -  4:30","Kaji, Tetsuya",6,59,0,6,59,N/A,65,CLO,56,65,CLO,0,65,CLO,1557,,,
tum2018 41000,41000,1,Business Statistics,Autumn,2018,"Friday, 8:30 - 11:30","Liang, Tengyuan",2,63,0,2,63,-1,32,33,0,65,CLO,0,65,CLO,0,65,CLO,0
tum2018 41000,41000,2,Business Statistics,Autumn,2018,"Friday, 1:30 -  4:30","Liang, Tengyuan",1,64,0,0,65,-1,65,CLO,0,65,CLO,478,63,2,-1,65,CLO,0
tum2019 41000,41000,1,Business Statistics,Autumn,2019,"Friday, 8:30 - 11:30","Liang, Tengyuan",2,63,0,2,63,N/A,15,50,0,25,40,0,20,45,0,,,
tum2019 41000,41000,2,Business Statistics,Autumn,2019,"Friday, 1:30 -  4:30","Liang, Tengyuan",6,59,0,6,59,N/A,62,3,0,53,12,0,44,21,0,,,
tum2020 41000,41000,3,Business Statistics,Autumn,2020,"Tuesday, 6:00 -  9:00","Liang, Tengyuan",0,65,N/A,0,65,N/A,10,55,0,11,54,1,12,53,0,,,
tum2020 41000,41000,4,Business Statistics,Autumn,2020,"Wednesday, 8:30 - 11:30","Liang, Tengyuan",0,65,N/A,0,65,N/A,51,14,0,54,11,7,56,9,0,,,
nte2017 42001,42001,81,Competitive Strategy,Winter,2017,"Monday, 6:00 -  9:00","Budish, Eric",48,17,0,33,32,-1,37,28,0,38,27,0,62,3,0,64,1,0
tum2020 41000,41000,5,Business Statistics,Autumn,2020,"Wednesday, 1:30 -  4:30","Liang, Tengyuan",2,63,0,2,63,N/A,31,34,0,34,31,1,37,28,0,,,
tum2017 41000,41000,3,Business Statistics,Autumn,2017,"Friday, 8:30 - 11:30","Polson, Nicholas",1,64,0,0,65,-1,10,55,0,44,21,0,38,27,0,33,32,-1
rin2018 42001,42001,81,Competitive Strategy,Spring,2018,"Friday, 6:00 -  9:00","Budish, Eric",65,CLO,149,65,CLO,3386,65,CLO,-1,65,CLO,-1,57,8,0,55,10,0
tum2020 41000,41000,6,Business Statistics,Autumn,2020,"Friday, 8:30 - 11:30","Polson, Nicholas",0,65,N/A,0,65,N/A,45,20,0,44,21,N/A,48,17,0,,,
tum2016 41000,41000,4,Business Statistics,Autumn,2016,"Tuesday, 1:30 -  4:30","Russell, Jeffrey",10,60,0,10,60,-1,70,CLO,1100,70,CLO,2017,70,CLO,3555,70,CLO,2100
tum2018 42001,42001,81,Competitive Strategy,Autumn,2018,"Monday, 6:00 -  9:00","Budish, Eric",24,41,0,22,43,0,23,42,0,23,42,-1,21,44,0,14,51,-1
tum2016 41000,41000,5,Business Statistics,Autumn,2016,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",7,63,0,8,62,0,70,CLO,1,70,CLO,3951,70,CLO,2000,70,CLO,1754
nte2020 42001,42001,82,Competitive Strategy,Winter,2020,"Monday, 6:00 -  9:00","Budish, Eric",22,43,0,17,48,0,17,48,N/A,17,48,N/A,23,42,0,,,
tum2017 41000,41000,4,Business Statistics,Autumn,2017,"Tuesday, 1:30 -  4:30","Russell, Jeffrey",6,64,0,6,64,0,70,CLO,1270,70,CLO,3017,70,CLO,6725,70,CLO,3423
nte2017 42001,42001,82,Competitive Strategy,Winter,2017,"Thursday, 6:00 -  9:00","Covert, Thomas",27,38,0,25,40,0,25,40,-1,25,40,-1,25,40,0,26,39,0
nte2017 42001,42001,85,Competitive Strategy,Winter,2017,"Saturday, 1:30 -  4:30","Covert, Thomas",56,9,0,59,6,0,59,6,-1,59,6,-1,58,7,0,58,7,0
tum2017 41000,41000,5,Business Statistics,Autumn,2017,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",5,65,0,5,65,-1,70,CLO,1000,70,CLO,4064,70,CLO,12933,70,CLO,3618
nte2018 42001,42001,85,Competitive Strategy,Winter,2018,"Saturday, 1:30 -  4:30","Covert, Thomas",70,CLO,200,66,4,0,66,4,-1,66,4,-1,70,CLO,200,69,1,0
tum2018 41000,41000,3,Business Statistics,Autumn,2018,"Tuesday, 1:30 -  4:30","Russell, Jeffrey",7,58,0,9,56,0,65,CLO,2009,65,CLO,-1,65,CLO,7503,65,CLO,-1
nte2019 42001,42001,85,Competitive Strategy,Winter,2019,"Saturday, 1:30 -  4:30","Covert, Thomas",70,CLO,232,69,1,0,69,1,-1,69,1,-1,70,CLO,4177,70,CLO,741
tum2019 41000,41000,5,Business Statistics,Autumn,2019,"Thursday, 1:30 -  4:30","Sokolov, Vadim",8,57,0,8,57,N/A,65,CLO,1051,65,CLO,4012,65,CLO,3276,,,
nte2020 41000,41000,1,Business Statistics,Winter,2020,"Wednesday, 8:30 - 11:30","Sokolov, Vadim",62,3,0,61,4,0,61,4,N/A,61,4,N/A,60,5,0,,,
tum2019 42001,42001,82,Competitive Strategy,Autumn,2019,"Thursday, 6:00 -  9:00","Covert, Thomas",17,48,0,14,51,0,18,47,0,16,49,N/A,19,46,0,,,
tum2016 41100,41100,3,Applied Regression Analysis,Autumn,2016,"Monday, 8:30 - 11:30","Farrell, Max",7,58,0,7,58,0,60,5,0,65,CLO,850,62,3,0,60,5,0
tum2016 41100,41100,4,Applied Regression Analysis,Autumn,2016,"Monday, 1:30 -  4:30","Farrell, Max",2,63,0,5,60,0,65,CLO,100,63,2,-1,65,CLO,444,64,1,0
tum2017 41100,41100,1,Applied Regression Analysis,Autumn,2017,"Monday, 1:30 -  4:30","Farrell, Max",4,61,0,3,62,-1,65,CLO,187,65,CLO,3029,65,CLO,1200,65,CLO,1000
rin2019 42001,42001,81,Competitive Strategy,Spring,2019,"Wednesday, 6:00 -  9:00","Leshno, Jacob",25,40,0,24,41,0,30,35,0,30,35,0,36,29,0,44,21,0
tum2017 41100,41100,2,Applied Regression Analysis,Autumn,2017,"Tuesday, 1:30 -  4:30","Farrell, Max",10,55,0,11,54,0,65,CLO,654,65,CLO,5243,65,CLO,3033,65,CLO,1901
tum2018 41100,41100,1,Applied Regression Analysis,Autumn,2018,"Friday, 1:30 -  4:30","Farrell, Max",5,60,0,5,60,-1,37,28,0,43,22,0,35,30,0,34,31,-1
tum2019 41100,41100,1,Applied Regression Analysis,Autumn,2019,"Wednesday, 8:30 - 11:30","Farrell, Max",2,63,0,1,64,N/A,65,CLO,0,64,1,0,64,1,500,,,
tum2019 41100,41100,2,Applied Regression Analysis,Autumn,2019,"Wednesday, 1:30 -  4:30","Farrell, Max",8,57,0,8,57,N/A,65,CLO,500,65,CLO,2232,65,CLO,1000,,,
tum2016 42001,42001,82,Competitive Strategy,Autumn,2016,"Tuesday, 6:00 -  9:00","Mahoney, Neale",31,34,0,26,39,0,30,35,0,29,36,-1,48,17,0,48,17,0
tum2020 41100,41100,1,Applied Regression Analysis,Autumn,2020,"Friday, 1:30 -  4:30","Farrell, Max",0,65,N/A,0,65,N/A,36,29,0,99,CLO,1,88,CLO,N/A,,,
tum2018 41100,41100,2,Applied Regression Analysis,Autumn,2018,"Wednesday, 8:30 - 11:30","Toulis, Panagiotis (Panos)",5,60,0,4,61,0,65,CLO,0,65,CLO,1231,62,3,0,60,5,0
tum2017 42001,42001,81,Competitive Strategy,Autumn,2017,"Tuesday, 6:00 -  9:00","Mahoney, Neale",36,29,0,29,36,0,34,31,0,33,32,-1,38,27,0,47,18,0
tum2018 41100,41100,3,Applied Regression Analysis,Autumn,2018,"Wednesday, 1:30 -  4:30","Toulis, Panagiotis (Panos)",4,61,0,5,60,0,65,CLO,696,65,CLO,6301,65,CLO,1008,65,CLO,-1
tum2019 41100,41100,3,Applied Regression Analysis,Autumn,2019,"Friday, 8:30 - 11:30","Toulis, Panagiotis (Panos)",7,58,0,8,57,0,65,CLO,1200,65,CLO,3755,65,CLO,N/A,,,
tum2018 42001,42001,85,Competitive Strategy,Autumn,2018,"Saturday, 9:00 - 12:00","Mahoney, Neale",70,CLO,301,70,CLO,903,70,CLO,-1,70,CLO,-1,66,4,0,70,CLO,1
tum2020 41100,41100,2,Applied Regression Analysis,Autumn,2020,"Wednesday, 8:30 - 11:30","Toulis, Panagiotis (Panos)",9,61,0,10,60,0,70,CLO,1889,70,CLO,5173,70,CLO,N/A,,,
tum2020 41100,41100,3,Applied Regression Analysis,Autumn,2020,"Wednesday, 1:30 -  4:30","Toulis, Panagiotis (Panos)",4,66,0,5,65,0,70,CLO,0,70,CLO,5631,70,CLO,3501,,,
nte2020 42001,42001,81,Competitive Strategy,Winter,2020,"Tuesday, 6:00 -  9:00","Mahoney, Neale",47,18,0,48,17,0,50,15,0,51,14,0,64,1,0,,,
mme2020 42001,42001,81,Competitive Strategy,Summer,2020,"Tuesday, 6:00 -  9:00","Marciano, Sonia",68,2,0,70,CLO,1,70,CLO,N/A,70,CLO,N/A,70,CLO,4001,,,
mme2020 42001,42001,85,Competitive Strategy,Summer,2020,"Saturday, 9:00 - 12:00","Marciano, Sonia",51,14,0,52,13,0,52,13,N/A,52,13,N/A,59,6,0,,,
mme2017 42001,42001,81,Competitive Strategy,Summer,2017,"Wednesday, 6:00 -  9:00","Shefi, Yoad",65,CLO,657,65,CLO,3,65,CLO,-1,65,CLO,-1,65,CLO,509,64,1,-1
mme2017 42001,42001,82,Competitive Strategy,Summer,2017,"Thursday, 6:00 -  9:00","Shefi, Yoad",30,35,0,31,34,0,36,29,0,37,28,0,46,19,0,41,24,0
tum2016 41100,41100,1,Applied Regression Analysis,Autumn,2016,"Wednesday, 8:30 - 11:30","Wu, Jing",8,57,0,8,57,0,22,43,0,23,42,0,18,47,0,15,50,0
tum2016 41100,41100,2,Applied Regression Analysis,Autumn,2016,"Wednesday, 1:30 -  4:30","Wu, Jing",6,59,0,5,60,0,24,41,0,26,39,0,25,40,0,23,42,0
rin2019 42001,42001,82,Competitive Strategy,Spring,2019,"Wednesday, 6:00 -  9:00","Shefi, Yoad",19,46,0,14,51,0,14,51,N/A,14,51,N/A,22,43,0,21,44,0
rin2020 42001,42001,81,Competitive Strategy,Spring,2020,"Wednesday, 6:00 -  9:00","Shivakumar, Ram",49,16,0,45,20,0,46,19,N/A,46,19,N/A,65,CLO,4000,65,CLO,20432
tum2020 42001,42001,85,Competitive Strategy,Autumn,2020,"Saturday, 9:00 - 12:00","Shivakumar, Ram",65,CLO,211,62,3,N/A,64,1,0,63,2,N/A,64,1,0,,,
tum2017 41100,41100,3,Applied Regression Analysis,Autumn,2017,"Monday, 8:30 - 11:30","Wu, Jing",2,63,0,2,63,-1,12,53,0,19,46,0,14,51,0,17,48,-1
tum2016 42001,42001,81,Competitive Strategy,Autumn,2016,"Monday, 6:00 -  9:00","Syverson, Chad",65,CLO,1,65,CLO,100,65,CLO,-1,65,CLO,-1,65,CLO,14,60,5,0
tum2017 41100,41100,4,Applied Regression Analysis,Autumn,2017,"Monday, 1:30 -  4:30","Wu, Jing",1,64,0,1,64,-1,24,41,0,46,19,0,40,25,0,39,26,0
tum2017 42001,42001,82,Competitive Strategy,Autumn,2017,"Thursday, 6:00 -  9:00","Syverson, Chad",38,27,0,38,27,0,43,22,0,44,21,0,46,19,0,43,22,-1
nte2017 41100,41100,1,Applied Regression Analysis,Winter,2017,"Thursday, 8:30 - 11:30","Xiu, Dacheng",65,CLO,1,65,CLO,1250,65,CLO,-1,65,CLO,-1,64,1,0,58,7,0
tum2018 42001,42001,82,Competitive Strategy,Autumn,2018,"Thursday, 6:00 -  9:00","Syverson, Chad",35,30,0,35,30,0,37,28,0,37,28,-1,43,22,0,41,24,0
nte2018 41100,41100,1,Applied Regression Analysis,Winter,2018,"Thursday, 8:30 - 11:30","Xiu, Dacheng",34,31,0,33,32,0,33,32,-1,33,32,-1,37,28,0,38,27,0
tum2019 42001,42001,81,Competitive Strategy,Autumn,2019,"Monday, 6:00 -  9:00","Syverson, Chad",49,16,0,52,13,0,58,7,0,57,8,N/A,65,CLO,0,,,
nte2019 41100,41100,1,Applied Regression Analysis,Winter,2019,"Wednesday, 8:30 - 11:30","Xiu, Dacheng",59,6,0,63,2,0,64,1,-1,64,1,-1,59,6,0,65,CLO,-1
tum2020 42001,42001,81,Competitive Strategy,Autumn,2020,"Monday, 6:00 -  9:00","Syverson, Chad",31,34,0,35,30,0,42,23,0,41,24,N/A,65,CLO,21,,,
nte2020 41100,41100,1,Applied Regression Analysis,Winter,2020,"Wednesday, 8:30 - 11:30","Xiu, Dacheng",70,CLO,500,70,CLO,1619,70,CLO,N/A,70,CLO,N/A,70,CLO,1400,,,
rin2017 42001,42001,81,Competitive Strategy,Spring,2017,"Thursday, 6:00 -  9:00","Wollmann, Thomas",65,CLO,1000,65,CLO,2221,65,CLO,-1,65,CLO,-1,65,CLO,25358,65,CLO,3800
rin2017 42001,42001,85,Competitive Strategy,Spring,2017,"Saturday, 9:00 - 12:00","Wollmann, Thomas",65,CLO,507,62,3,0,65,CLO,501,65,CLO,-1,65,CLO,-1,65,CLO,9005
tum2020 41100,41100,4,Applied Regression Analysis,Autumn,2020,"Monday, 1:30 -  4:30","Xiu, Dacheng",0,70,N/A,1,69,0,70,CLO,909,70,CLO,4531,70,CLO,N/A,,,
,41100,1,Applied Regression Analysis,Winter,2021,"Monday, 1:30 -  4:30","Xiu, Dacheng",70,CLO,200,70,CLO,103,70,CLO,N/A,70,CLO,N/A,70,CLO,257,,,
nte2018 42001,42001,81,Competitive Strategy,Winter,2018,"Wednesday, 6:00 -  9:00","Wollmann, Thomas",65,CLO,1,59,6,0,59,6,-1,59,6,-1,65,CLO,2871,65,CLO,3890
rin2017 41201,41201,1,Big Data,Spring,2017,"Friday, 1:30 -  4:30","Rockova, Veronika",65,CLO,2,65,CLO,15095,65,CLO,-1,65,CLO,-1,65,CLO,1224,65,CLO,1
rin2018 41201,41201,1,Big Data,Spring,2018,"Friday, 1:30 -  4:30","Rockova, Veronika",38,27,0,37,28,0,37,28,-1,37,28,-1,32,33,0,45,20,0
nte2019 42001,42001,81,Competitive Strategy,Winter,2019,"Wednesday, 6:00 -  9:00","Wollmann, Thomas",67,CLO,1098,67,CLO,2961,67,CLO,-1,67,CLO,-1,67,CLO,7500,67,CLO,4513
rin2019 41201,41201,1,Big Data,Spring,2019,"Friday, 1:30 -  4:30","Rockova, Veronika",41,24,0,48,17,0,48,17,N/A,48,17,N/A,52,13,0,64,1,0
rin2020 41201,41201,1,Big Data,Spring,2020,"Tuesday, 1:30 -  4:30","Rockova, Veronika",31,34,0,48,17,0,48,17,N/A,48,17,N/A,52,13,0,65,CLO,0
tum2019 42001,42001,85,Competitive Strategy,Autumn,2019,"Saturday, 9:00 - 12:00","Wollmann, Thomas",65,CLO,2000,65,CLO,4001,65,CLO,N/A,65,CLO,N/A,65,CLO,4617,,,
rin2020 41201,41201,2,Big Data,Spring,2020,"Wednesday, 1:30 -  4:30","Rockova, Veronika",57,8,0,56,9,0,56,9,N/A,56,9,N/A,57,8,0,65,CLO,0
rin2017 41202,41202,1,Analysis of Financial Time Series,Spring,2017,"Wednesday, 8:30 - 11:30","Tsay, Ruey",4,61,0,4,61,0,4,61,-1,4,61,-1,3,62,-1,2,63,0
tum2020 42001,42001,82,Competitive Strategy,Autumn,2020,"Wednesday, 6:00 -  9:00","Wollmann, Thomas",60,CLO,500,57,CLO,0,57,CLO,N/A,57,CLO,N/A,54,CLO,N/A,,,
rin2018 41202,41202,1,Analysis of Financial Time Series,Spring,2018,"Wednesday, 8:30 - 11:30","Tsay, Ruey",9,56,0,12,53,0,12,53,-1,12,53,-1,10,55,0,48,17,-1
nte2017 42002,42002,81,Business Policy,Winter,2017,"Tuesday, 6:00 -  9:00","Davis, Harry",70,CLO,1200,70,CLO,4409,70,CLO,-1,70,CLO,-1,70,CLO,10007,70,CLO,12375
rin2019 41202,41202,1,Analysis of Financial Time Series,Spring,2019,"Thursday, 8:30 - 11:30","Tsay, Ruey",11,54,0,12,53,0,12,53,N/A,12,53,N/A,12,53,0,65,CLO,0
nte2018 42002,42002,81,Business Policy,Winter,2018,"Thursday, 6:00 -  9:00","Davis, Harry",70,CLO,4463,70,CLO,9000,70,CLO,-1,70,CLO,-1,70,CLO,12894,70,CLO,7000
rin2020 41202,41202,1,Analysis of Financial Time Series,Spring,2020,"Thursday, 8:30 - 11:30","Tsay, Ruey",9,56,0,12,53,0,12,53,N/A,12,53,N/A,13,52,0,65,CLO,0
nte2019 42002,42002,81,Business Policy,Winter,2019,"Tuesday, 6:00 -  9:00","Davis, Harry",70,CLO,7000,70,CLO,-1,70,CLO,-1,70,CLO,-1,70,CLO,-1,70,CLO,-1
nte2017 41203,41203,1,Financial Econometrics,Winter,2017,"Tuesday, 1:30 -  4:30","Russell, Jeffrey",17,48,0,16,49,0,16,49,-1,16,49,-1,11,54,0,12,53,0
nte2018 41203,41203,1,Financial Econometrics,Winter,2018,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",14,51,0,16,49,0,16,49,-1,16,49,-1,17,48,0,15,50,0
rin2020 42003,42003,81,Literature and Strategic Leadership ?,Spring,2020,"Thursday, 6:00 -  9:00","Barry, Brian",10,55,0,12,53,0,12,53,N/A,12,53,N/A,23,42,0,23,42,0
tum2020 42003,42003,81,Literature and Strategic Leadership ?,Autumn,2020,"Friday, 6:00 -  9:00","Barry, Brian",12,53,0,19,46,0,19,46,N/A,19,46,N/A,21,44,0,,,
rin2017 42102,42102,81,The Strategy Symposium,Spring,2017,"Friday, 6:00 -  9:00","Davis, Harry;Gould, John",30,CLO,4210,30,CLO,8997,30,CLO,-1,30,CLO,-1,30,CLO,6587,30,CLO,-1
rin2017 42102,42102,85,The Strategy Symposium,Spring,2017,"Saturday, 9:00 - 12:00","Davis, Harry;Gould, John",30,CLO,0,30,CLO,3000,30,CLO,-1,30,CLO,-1,30,CLO,10,30,CLO,6212
rin2018 42102,42102,81,The Strategy Symposium,Spring,2018,"Friday, 6:00 -  9:00","Davis, Harry;Gould, John",30,CLO,6000,30,CLO,18000,30,CLO,-1,30,CLO,-1,30,CLO,-1,30,CLO,520
rin2018 42102,42102,85,The Strategy Symposium,Spring,2018,"Saturday, 9:00 - 12:00","Davis, Harry;Gould, John",30,CLO,2980,28,2,-1,28,2,-1,28,2,-1,30,CLO,12880,29,1,0
nte2019 41203,41203,1,Financial Econometrics,Winter,2019,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",10,55,0,14,51,0,14,51,-1,14,51,-1,7,58,-1,14,51,0
nte2017 42108,42108,81,Corporate Governance,Winter,2017,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,3451,65,CLO,7301,65,CLO,-1,65,CLO,-1,65,CLO,7000,65,CLO,2010
nte2017 41204,41204,1,Machine Learning,Winter,2017,"Friday, 8:30 - 11:30","Kolar, Mladen",65,CLO,1,65,CLO,1200,65,CLO,-1,65,CLO,-1,65,CLO,200,62,3,0
nte2018 42108,42108,81,Corporate Governance,Winter,2018,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,4201,65,CLO,9818,65,CLO,-1,65,CLO,-1,65,CLO,8000,65,CLO,7265
nte2018 41204,41204,1,Machine Learning,Winter,2018,"Friday, 1:30 -  4:30","Kolar, Mladen",65,CLO,250,65,CLO,1399,65,CLO,-1,65,CLO,-1,65,CLO,3000,65,CLO,2104
nte2019 42108,42108,81,Corporate Governance,Winter,2019,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,253,65,CLO,11512,65,CLO,-1,65,CLO,-1,65,CLO,6999,65,CLO,5000
nte2019 41204,41204,1,Machine Learning,Winter,2019,"Friday, 8:30 - 11:30","Kolar, Mladen",61,4,0,65,CLO,689,65,CLO,-1,65,CLO,-1,63,2,0,65,CLO,0
nte2020 42108,42108,81,Corporate Governance,Winter,2020,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,501,65,CLO,2500,65,CLO,N/A,65,CLO,N/A,65,CLO,7689,,,
nte2020 41204,41204,1,Machine Learning,Winter,2020,"Friday, 8:30 - 11:30","Kolar, Mladen",65,CLO,1,65,CLO,4061,65,CLO,N/A,65,CLO,N/A,65,CLO,4000,,,
nte2017 42110,42110,85,Strategic Investment Decisions,Winter,2017,"Saturday, 9:00 - 12:00","Gertner, Robert",34,6,0,34,6,0,34,6,-1,34,6,-1,28,12,0,26,14,0
,41204,1,Machine Learning,Winter,2021,"Friday, 1:30 -  4:30","Kolar, Mladen",60,5,0,65,CLO,5,65,CLO,N/A,65,CLO,N/A,65,CLO,10009,,,
nte2018 42110,42110,81,Strategic Investment Decisions,Winter,2018,"Wednesday, 6:00 -  9:00","Gertner, Robert",21,19,0,20,20,0,20,20,-1,20,20,-1,17,23,0,19,21,0
tum2017 41205,41205,1,Data Analysis with R ?,Autumn,2017,"Friday, 1:30 -  4:30","Hahn, P.",14,51,0,16,49,0,51,14,0,55,10,0,49,16,0,46,19,0
nte2019 42111,42111,81,Strategic Investment Decisions ?,Winter,2019,"Monday, 6:00 -  9:00","Gertner, Robert",10,30,0,8,32,0,8,32,-1,8,32,-1,12,28,0,14,26,0
tum2016 41301,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2016,"Tuesday, 2:00 -  5:00","Gilula, Zvi",32,8,0,38,2,0,40,CLO,2943,40,CLO,-1,40,CLO,2000,40,CLO,791
tum2017 41301,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2017,"Monday, 2:00 -  5:00","Gilula, Zvi",21,9,0,21,9,0,24,6,0,24,6,-1,21,9,0,23,7,0
rin2017 42116,42116,81,Game Theory,Spring,2017,"Monday, 6:00 -  9:00","Kamenica, Emir",65,CLO,351,60,5,0,64,1,0,63,2,-1,65,CLO,5000,65,CLO,1844
tum2019 41301,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2019,"Wednesday, 2:00 -  5:00","Gilula, Zvi",17,23,0,22,18,0,24,16,0,25,15,0,34,6,0,,,
tum2020 41301,41301,1,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2020,"Monday, 8:30 - 11:30","Gilula, Zvi",9,31,0,11,29,0,11,29,N/A,11,29,N/A,10,30,0,,,
rin2018 42116,42116,81,Game Theory,Spring,2018,"Monday, 6:00 -  9:00","Kamenica, Emir",65,CLO,1243,65,CLO,3907,65,CLO,-1,65,CLO,-1,65,CLO,12092,65,CLO,5694
tum2020 41301,41301,2,"Statistical Insight into Marketing, Consulting, and Entrepreneurship",Autumn,2020,"Tuesday, 8:30 - 11:30","Gilula, Zvi",10,30,0,9,31,0,9,31,N/A,9,31,N/A,9,31,0,,,
rin2019 42116,42116,81,Game Theory,Spring,2019,"Friday, 6:00 -  9:00","Kamenica, Emir",65,CLO,58,64,1,0,65,CLO,2012,64,1,N/A,57,8,0,55,10,0
rin2019 42116,42116,85,Game Theory,Spring,2019,"Saturday, 9:00 - 12:00","Kamenica, Emir",41,24,0,43,22,0,57,8,0,56,9,N/A,57,8,0,56,9,0
tum2019 41600,41600,60,Econometrics and Statistics Colloquium,Autumn,2019,"Thursday, 1:20 -  2:50","Farrell, Max",4,28,0,4,28,N/A,4,28,N/A,4,28,N/A,4,28,N/A,,,
rin2018 41600,41600,60,Econometrics and Statistics Colloquium,Spring,2018,"Thursday, 1:20 -  2:50","Farrell, Max;Xiu, Dacheng",4,61,0,4,61,-1,4,61,-1,4,61,-1,3,62,-1,6,59,0
